topic_id,DFID region,score,share,total_score,total_share,deviation,id,title,top_words,Topic ID,Aggregated meta-topic,Aggregated topic,Topic,color,short_title
213167,"Southern, Eastern and Middle Africa",0.25079653691471404,0.0010847974305453415,60.59918110393669,0.012119433728380735,0.08950892053685748,213167,"Hurricane, Hurricanes","['hurrican', 'evacu', 'sandi', 'storm', 'katrina', 'new', 'recoveri', 'york', 'resid', 'damag']",213167,Exposure,Extreme precipitation & flooding,Hurricanes,#fbb4ae,Hurricane
213148,"Southern, Eastern and Middle Africa",0.12611716032750242,0.0005455082161579995,29.219310855491994,0.00584366809998174,0.09335030785880945,213148,"HFMD, Hand-foot-and-mouth disease","['hfmd', 'foot', 'mouth', 'hand', 'factor', 'diseas', 'meteorolog', 'childhood', 'humid', 'relat']",213148,Health impact,Infectious,HFMD,#fed9a6,HFMD
213171,"Southern, Eastern and Middle Africa",0.12657265746968827,0.0005474784272922623,20.20282776066396,0.004040431367402612,0.13549999430981755,213171,"DTR, Diurnal temperature range","['dtr', 'diurnal', 'effect', 'rang', 'childhood', 'elder', 'nonaccident', 'modifi', 'hefei', 'nonlinear']",213171,Exposure,Heat,Diurnal temperature range,#fbb4ae,DTR
213172,"Southern, Eastern and Middle Africa",0.3445108119616271,0.0014901499367120498,53.75251133304815,0.010750145248952738,0.1386167258397944,213172,"Mental, Mental health & PTSD","['mental', 'ptsd', 'disord', 'depress', 'stress', 'posttraumat', 'psycholog', 'anxieti', 'survivor', 'health']",213172,Health impact,Mental health,Mental health & PTSD,#fed9a6,Mental
213165,"Southern, Eastern and Middle Africa",0.2530901235726343,0.001094718129386933,39.178048074058076,0.007835349398970938,0.13971529202395347,213165,"PAH, Polycyclic aromatic hydrocarbons ","['pah', 'sourc', 'combust', 'aromat', 'hydrocarbon', 'polycycl', 'sampl', 'cancer', 'burn', 'biomass']",213165,Exposure,Emissions,PAH,#fbb4ae,PAH
213174,"Southern, Eastern and Middle Africa",0.22070839387807537,0.000954653925943738,27.269731118605872,0.005453765101476527,0.17504492917842748,213174,"Spores, Fungal spores","['spore', 'fungal', 'airborn', 'alternaria', 'cladosporium', 'fungi', 'concentr', 'allergen', 'bioaerosol', 'type']",213174,Health impact,Respiratory,Fungal spores,#fed9a6,Spores
213157,"Southern, Eastern and Middle Africa",0.4031362535315673,0.0017437289101780349,47.965932484047656,0.009592867912907097,0.18177347233478186,213157,"Fire, Wildfires","['fire', 'wildfir', 'smoke', 'burn', 'forest', 'biomass', 'wildland', 'impact', 'qualiti', 'plume']",213157,Exposure,Drought,Wildfires,#fbb4ae,Fire
213141,"Southern, Eastern and Middle Africa",0.5166438702318841,0.002234695701261365,61.206378268958005,0.012240869128455118,0.1825602151130423,213141,"Heatwave, Heatwaves","['heatwav', 'definit', 'dure', 'intens', 'day', 'durat', 'excess', 'period', 'warn', 'impact']",213141,Exposure,Heat,Heatwaves,#fbb4ae,Heatwave
213191,"Southern, Eastern and Middle Africa",0.5767595065338168,0.002494720375438231,67.48700510028993,0.013496952779560305,0.18483582303230836,213191,"China, China","['china', 'provinc', 'haze', 'hfrs', 'chines', 'region', 'control', 'north', 'guangzhou', 'mainland']",213191,Mediating pathways,Geographic exposure,China,#b3cde3,China
213176,"Southern, Eastern and Middle Africa",0.4057100883936353,0.001754861796937029,42.33482289202391,0.008466683395648869,0.2072667318396332,213176,"Dust storm, Dust storms","['dust', 'storm', 'desert', 'sourc', 'event', 'asian', 'saharan', 'miner', 'aerosol', 'road']",213176,Exposure,Drought,Dust storms,#fbb4ae,Dust storm
213130,"Southern, Eastern and Middle Africa",1.0303182016146586,0.0044565469344409634,106.79073617147658,0.02135743794318574,0.20866486637096188,213130,"PM2.5-10, Particulate matter","['particulatematt', 'particul', 'matter', 'concentr', 'fine', 'pollut', 'diamet', 'μgm', 'level', 'respect']",213130,Exposure,Emissions,Particulate matter,#fbb4ae,PM2.5-10
213124,"Southern, Eastern and Middle Africa",1.004959859116971,0.004346861748501834,95.18658130320193,0.019036684042919173,0.2283413297558342,213124,"NOx/Vehicles, Emissions (NOx & vehicles)","['emiss', 'nox', 'vehicl', 'sourc', 'fuel', 'reduct', 'ship', 'carbon', 'contribut', 'transport']",213124,Exposure,Emissions,Emissions (Nox & vehicles),#fbb4ae,NOx/Vehicles
213182,"Southern, Eastern and Middle Africa",0.6061000999160041,0.002621630422535477,53.732182020005915,0.01074607952136912,0.24396156917713413,213182,"Cold, Cold & extreme temperatures","['cold', 'spell', 'hot', 'wave', 'extrem', 'cvd', 'winter', 'effect', 'attribut', 'coldrel']",213182,Exposure,Heat,Cold & extreme temperatures,#fbb4ae,Cold
213189,"Southern, Eastern and Middle Africa",0.3011832873588394,0.0013027407007664294,25.970416472194465,0.0051939108020844435,0.2508207688594898,213189,"Leptospirosis, Leptospirosis","['leptospirosi', 'leptospira', 'human', 'anim', 'rodent', 'serovar', 'dog', 'zoonot', 'outbreak', 'rainfal']",213189,Health impact,Infectious,Leptospirosis,#fed9a6,Leptospirosis
213123,"Southern, Eastern and Middle Africa",1.512805231846805,0.006543500355353921,120.81875832905361,0.02416294920228041,0.27080718916283486,213123,"Air pollution, Air pollution","['pollut', 'air', 'qualiti', 'dioxid', 'level', 'citi', 'particul', 'effect', 'matter', 'nitrogen']",213123,Health impact,Respiratory,Air pollution,#fed9a6,Air pollution
213153,"Southern, Eastern and Middle Africa",0.6695398724243988,0.0028960333431583014,45.85873901566498,0.009171443214953851,0.3157663712551126,213153,"Ozone, Emissions (ozone)","['ozon', 'concentr', 'ppb', 'nox', 'tropospher', 'precursor', 'surfac', 'voc', 'groundlevel', 'nitrogen']",213153,Exposure,Emissions,Emissions (ozone),#fbb4ae,Ozone
213131,"Southern, Eastern and Middle Africa",1.3065049412882292,0.005651167359564573,82.3526908903619,0.016469991201493773,0.34311902723129756,213131,"Heat stress, Heat stress","['heat', 'stress', 'heatrel', 'ill', 'extrem', 'worker', 'dure', 'wbgt', 'island', 'work']",213131,Health impact,Chronic,Heat stress,#fed9a6,Heat stress
213178,"Southern, Eastern and Middle Africa",0.9229210421511798,0.0039920103660055365,54.35726863708769,0.010871092693036025,0.3672133500032431,213178,"Thermal stress, Thermal stress & comfort","['thermal', 'stress', 'comfort', 'index', 'indic', 'utci', 'pet', 'wbgt', 'condit', 'physiolog']",213178,Health impact,Chronic,Thermal stress & comfort,#fed9a6,Thermal stress
213154,"Southern, Eastern and Middle Africa",1.8403188629627394,0.007960130544406169,107.88727479891851,0.021576738385597642,0.36892186400700455,213154,"Meteorology, Meteorological variables","['meteorolog', 'humid', 'correl', 'wind', 'factor', 'pressur', 'relat', 'speed', 'weather', 'atmospher']",213154,Exposure,General seasonality & weather,Meteorological variables,#fbb4ae,Meteorology
213129,"Southern, Eastern and Middle Africa",1.6586026108864254,0.007174133553515701,93.15580546361451,0.01863054236316836,0.3850737897839518,213129,"Urban, Urban areas","['urban', 'citi', 'uhi', 'area', 'island', 'green', 'rural', 'plan', 'land', 'space']",213129,Mediating pathways,Geographic exposure,Urban areas,#b3cde3,Urban
213190,"Southern, Eastern and Middle Africa",1.6690119506425303,0.007219158198433092,90.91773989170672,0.01818294411374672,0.39702911438721544,213190,"Energy, Energy policy & co-benefits","['energi', 'cost', 'polici', 'benefit', 'cobenefit', 'mitig', 'electr', 'reduc', 'reduct', 'econom']",213190,Intervention option,Mitigation co-benefits,Energy policy & co-benefits,#ccebc5,Energy
213159,"Southern, Eastern and Middle Africa",0.9563902398588496,0.004136778312654022,51.18802604005537,0.010237265223354273,0.4040901766632743,213159,"Health facilities, Visit to health care facilities","['visit', 'emerg', 'outpati', 'depart', 'respiratori', 'room', 'increas', 'hospit', 'associ', 'daili']",213159,Health impact,Health system demand,Visits to health care facilities,#fed9a6,Health facilities
213164,"Southern, Eastern and Middle Africa",0.8713783601212275,0.0037690672196712565,46.02384840450523,0.009204463996085377,0.4094825316579245,213164,"Symptom, Symptoms","['symptom', 'depress', 'associ', 'respiratori', 'posttraumat', 'score', 'particip', 'report', 'parent', 'pts']",213164,Other,Methods,Symptoms,#bdbdbd,Symptom
213150,"Southern, Eastern and Middle Africa",2.0017464849971325,0.008658370925857306,99.4615382540734,0.019891647039348207,0.4352767223714531,213150,"Particulates, Particle concentration (air)","['concentr', 'particl', 'site', 'aerosol', 'mass', 'measur', 'dure', 'sourc', 'carbon', 'averag']",213150,Exposure,Emissions,Particulate concentration (air),#fbb4ae,Particulates
213132,"Southern, Eastern and Middle Africa",0.8313398203077261,0.003595884185938842,40.88972486219442,0.008177673387848708,0.43971971187819814,213132,"Pollen, Pollen & allergies","['pollen', 'allergen', 'airborn', 'allergi', 'grass', 'grain', 'allerg', 'count', 'poacea', 'concentr']",213132,Health impact,Respiratory,Pollen & allergies,#fed9a6,Pollen
213145,"Southern, Eastern and Middle Africa",2.0616034831830587,0.008917276884572082,93.44365219501358,0.01868810979760512,0.4771631257065298,213145,"Temporal, Temporal analyses","['day', 'lag', 'associ', 'daili', 'effect', 'week', 'cumul', 'model', 'nonlinear', 'increas']",213145,Other,Methods,Temporal analyses,#bdbdbd,Temporal
213185,"Southern, Eastern and Middle Africa",2.2524203825096825,0.009742637890910628,96.81799649953197,0.019362956246523434,0.5031585965939417,213185,"Exposure, Exposure","['exposur', 'associ', 'estim', 'ambient', 'increas', 'person', 'shortterm', 'adjust', 'studi', 'use']",213185,Other,Methods,Exposure,#bdbdbd,Exposure
213136,"Southern, Eastern and Middle Africa",1.6459583460157776,0.007119441944885245,70.20987810906284,0.014041509296322809,0.5070282542026793,213136,"Hospital, Hospital admissions","['hospit', 'admiss', 'respiratori', 'associ', 'ami', 'pneumonia', 'daili', 'cardiovascular', 'copd', 'increas']",213136,Health impact,Health system demand,Hospital admissions,#fed9a6,Hospital
213184,"Southern, Eastern and Middle Africa",1.1717677726371327,0.005068374087577057,49.81261672038124,0.00996219249472123,0.5087609068247466,213184,"Injury, Occupational injury","['injuri', 'worker', 'occup', 'work', 'accid', 'workplac', 'safeti', 'wbgt', 'ill', 'workrel']",213184,Health impact,Occupational health & injury,Occupational injury,#fed9a6,Injury
213149,"Southern, Eastern and Middle Africa",2.168267399107728,0.009378641875294955,85.4803968727429,0.017095511624126414,0.548602585374464,213149,"Extreme weather, Extreme weather events","['extrem', 'event', 'weather', 'precipit', 'frequenc', 'condit', 'increas', 'day', 'intens', 'impact']",213149,Exposure,Extreme precipitation & flooding,Extreme weather events,#fbb4ae,Extreme weather
213128,"Southern, Eastern and Middle Africa",1.940089719911498,0.008391680240397884,71.45369474470817,0.01429026436217273,0.587230580744973,213128,"Dengue, Dengue","['dengu', 'fever', 'outbreak', 'denv', 'epidem', 'aed', 'control', 'vector', 'serotyp', 'aegypti']",213128,Health impact,Infectious,Dengue,#fed9a6,Dengue
213126,"Southern, Eastern and Middle Africa",2.2081660514045542,0.009551219838397124,76.53132476391538,0.015305756641011803,0.6240279433690075,213126,"Disaster, Natural disasters","['disast', 'natur', 'prepared', 'manag', 'respons', 'peopl', 'reduct', 'earthquak', 'emerg', 'affect']",213126,Intervention option,Disaster risk reduction,Disaster risk reduction,#ccebc5,Disaster
213161,"Southern, Eastern and Middle Africa",2.0741228008398886,0.008971428045482763,67.09987506349799,0.013419529343472639,0.6685352232451084,213161,"Patients, Patients","['patient', 'acut', 'medic', 'clinic', 'care', 'day', 'pressur', 'number', 'diabet', 'admit']",213161,Health impact,Health system demand,Patients,#fed9a6,Patients
213125,"Southern, Eastern and Middle Africa",3.225730508731336,0.013952601621024106,102.61671428753301,0.020522661289743824,0.6798631729110542,213125,"Mortality, Mortality","['mortal', 'cardiovascular', 'allcaus', 'respiratori', 'excess', 'rate', 'estim', 'daili', 'increas', 'citi']",213125,Health impact,All-cause mortality,Mortality,#fed9a6,Mortality
213147,"Southern, Eastern and Middle Africa",1.4446484550707475,0.0062486944651670775,45.511175759487806,0.009101932872191383,0.6865239013416983,213147,"Birth, Birth & pregnancy","['birth', 'preterm', 'pregnanc', 'gestat', 'women', 'matern', 'weight', 'week', 'deliveri', 'trimest']",213147,Health impact,Maternal & child health,Birth & pregnancy,#fed9a6,Birth
213175,"Southern, Eastern and Middle Africa",0.8184572909906067,0.003540161986286267,25.616040573332043,0.005123037976033672,0.6910278633200979,213175,"Suicide, Suicide","['suicid', 'associ', 'rate', 'attempt', 'male', 'men', 'hang', 'adjust', 'sunshin', 'studi']",213175,Health impact,Mental health,Suicide,#fed9a6,Suicide
213133,"Southern, Eastern and Middle Africa",2.6283721121882846,0.011368782635098669,71.81708175693267,0.014362939351045193,0.7915359354540031,213133,"Flood, Floods","['flood', 'damag', 'river', 'flash', 'event', 'impact', 'peopl', 'fatal', 'area', 'dysenteri']",213133,Exposure,Extreme precipitation & flooding,Floods,#fbb4ae,Flood
213177,"Southern, Eastern and Middle Africa",2.7180584108326933,0.011756712498570675,72.44406093459777,0.014488331022258607,0.8114607873404251,213177,"Death, Death","['death', 'caus', 'excess', 'estim', 'attribut', 'fatal', 'year', 'number', 'rate', 'prematur']",213177,Health impact,All-cause mortality,Death,#fed9a6,Death
213155,"Southern, Eastern and Middle Africa",1.1810025946805929,0.005108318463793448,31.117389400543868,0.006223271202184768,0.8208413706926512,213155,"Stroke, Stroke","['stroke', 'ischem', 'hemorrhag', 'associ', 'subtyp', 'day', 'onset', 'ich', 'sah', 'cerebrovascular']",213155,Health impact,Chronic,Stroke,#fed9a6,Stroke
213179,"Southern, Eastern and Middle Africa",2.7699269143399023,0.011981064955837605,72.80364519362617,0.014560245485749277,0.8228614666946361,213179,"RCP, Greenhouse pathways","['scenario', 'project', 'rcp', 'futur', 'pathway', 'increas', 'simul', 'popul', 'global', 'model']",213179,Intervention option,Mitigation co-benefits,Greenhouse pathways,#ccebc5,RCP
213140,"Southern, Eastern and Middle Africa",4.495427652805742,0.019444560227817233,116.62575375262,0.023324376136421226,0.8336583201234855,213140,"Temperature, Ambient temperature","['temperatur', 'effect', 'ambient', 'daili', 'mean', 'percentil', 'high', 'nonlinear', 'associ', 'minimum']",213140,Exposure,Heat,Ambient temperature,#fbb4ae,Temperature
213144,"Southern, Eastern and Middle Africa",5.415840437318903,0.023425721355335105,139.5712953315662,0.02791333205070796,0.8392305623986214,213144,"Public health, Public health","['health', 'public', 'review', 'impact', 'research', 'system', 'environment', 'literatur', 'care', 'outcom']",213144,Health impact,Health system demand,Public health ,#fed9a6,Public health
213166,"Southern, Eastern and Middle Africa",2.8769414395375392,0.012443946474831241,67.66707669182229,0.013532965901853117,0.9195283993974482,213166,"Warming, Increasing temperature","['degre', 'increas', 'temperatur', 'threshold', 'warm', 'maximum', 'abov', 'mean', 'per', 'averag']",213166,Exposure,Heat,Increasing temperatures,#fbb4ae,Warming
213135,"Southern, Eastern and Middle Africa",4.3357791632197555,0.018754015320683142,99.01311957294723,0.01980196628146543,0.9470784392879626,213135,"Infectious, Infectious diseases general","['diseas', 'infecti', 'respiratori', 'cardiovascular', 'vectorborn', 'burden', 'heart', 'chronic', 'diarrheal', 'prevent']",213135,Health impact,Infectious,Infectious diseases general,#fed9a6,Infectious
213170,"Southern, Eastern and Middle Africa",5.3649751922658515,0.023205708400545488,110.1009872376934,0.022019466170143255,1.0538724336564838,213170,"Risk, Risk assessment & risk perception","['risk', 'factor', 'percept', 'hazard', 'assess', 'high', 'relat', 'increas', 'map', 'higher']",213170,Other,Methods,Risk assessment & risk perception,#bdbdbd,Risk
213138,"Southern, Eastern and Middle Africa",5.977947128531609,0.0258570623212881,118.49610245605815,0.023698433454479754,1.0910874075687182,213138,"Model, Modelling & forecasting","['model', 'predict', 'forecast', 'use', 'data', 'variabl', 'develop', 'accuraci', 'error', 'estim']",213138,Other,Methods,Modeling & forecasting,#bdbdbd,Model
213146,"Southern, Eastern and Middle Africa",5.306554994871105,0.02295301719194509,104.6009780477548,0.020919500862549095,1.097206732739808,213146,"Seasonality, Seasonality ","['season', 'winter', 'summer', 'variat', 'dure', 'pattern', 'spring', 'dri', 'peak', 'raini']",213146,Exposure,General seasonality & weather,Seasonality,#fbb4ae,Seasonality
213122,"Southern, Eastern and Middle Africa",8.096592944054963,0.03502107058547293,142.9098677048138,0.02858102435096494,1.2253259419755738,213122,"Climate change, General climate change","['climat', 'chang', 'impact', 'global', 'increas', 'human', 'mitig', 'futur', 'affect', 'consequ']",213122,Exposure,General climate change,General climate change,#fbb4ae,Climate change
213158,"Southern, Eastern and Middle Africa",4.576954402938802,0.01979719671216841,78.70620371077726,0.015740717985102157,1.2577060799199578,213158,"Vulnerability, Vulnerability","['vulner', 'social', 'hazard', 'indic', 'index', 'popul', 'livelihood', 'capac', 'assess', 'econom']",213158,Mediating pathways,Social vulnerability,Vulnerability,#b3cde3,Vulnerability
213139,"Southern, Eastern and Middle Africa",4.790051366359554,0.020718928093389426,81.46214503349711,0.01629188794501832,1.271732788938362,213139,"Resilience, Community resilience","['communiti', 'resili', 'social', 'local', 'particip', 'interview', 'knowledg', 'build', 'resid', 'percept']",213139,Intervention option,Developing community resilience,Community resilience,#ccebc5,Resilience
213143,"Southern, Eastern and Middle Africa",3.969301286772103,0.017168848860201594,66.21897851994918,0.013243355885570813,1.296412254457933,213143,"Water, Drinking water quality","['water', 'drink', 'sourc', 'suppli', 'contamin', 'qualiti', 'groundwat', 'sanit', 'sampl', 'coli']",213143,Health impact,WASH,Drinking water quality,#fed9a6,Water
213169,"Southern, Eastern and Middle Africa",4.657739776697743,0.020146626440973422,77.40548071907742,0.015480582026006443,1.3014127251241785,213169,"Adaptation, Adaptation","['adapt', 'strategi', 'plan', 'polici', 'capac', 'climat', 'chang', 'govern', 'develop', 'local']",213169,Intervention option,Policy & practice,Adaptation,#ccebc5,Adaptation
213163,"Southern, Eastern and Middle Africa",5.043029957027147,0.02181316379741954,82.59280879847552,0.016518013188282492,1.3205682516886057,213163,"Incidence, Disease incidence","['incid', 'rate', 'provinc', 'per', 'irr', 'annual', 'year', 'correl', 'week', 'increas']",213163,Other,Methods,Disease incidence,#bdbdbd,Incidence
213168,"Southern, Eastern and Middle Africa",7.340331507984745,0.03174993106830932,119.85115659249975,0.023969435281662947,1.3246007131673474,213168,"Spatial, Spatial analyses","['spatial', 'area', 'region', 'distribut', 'map', 'cluster', 'use', 'environment', 'geograph', 'data']",213168,Other,Methods,Spatial analyses,#bdbdbd,Spatial
213181,"Southern, Eastern and Middle Africa",3.1039122833106068,0.013425688053732949,49.439581494319235,0.009887587927163528,1.3578324817571965,213181,"In-/out-door, Indoor/outdoor (pollution & heat)","['indoor', 'outdoor', 'home', 'build', 'hous', 'ventil', 'environ', 'school', 'humid', 'measur']",213181,Mediating pathways,Geographic exposure,Building design,#b3cde3,In-/out-door
213188,"Southern, Eastern and Middle Africa",6.821563445069074,0.029506047366313563,108.28745837567492,0.021656772442978173,1.3624397376849375,213188,"Age & sex, Age & sex","['age', 'preval', 'group', 'year', 'women', 'among', 'older', 'adult', 'studi', 'particip']",213188,Mediating pathways,Demographic vulnerability,Age & Sex,#b3cde3,Age & sex
213160,"Southern, Eastern and Middle Africa",3.9390146710016856,0.017037846879983522,60.05113036504122,0.012009827220688139,1.4186587839193983,213160,"RSV, Respiratory viruses","['infect', 'rsv', 'respiratori', 'virus', 'preval', 'rate', 'syncyti', 'detect', 'viral', 'tract']",213160,Health impact,Respiratory,Respiratory viruses,#fed9a6,RSV
213156,"Southern, Eastern and Middle Africa",2.645899667586209,0.011444596469266067,37.92251643569399,0.007584251410386893,1.5089948697629272,213156,"Influenza, Influenza","['influenza', 'epidem', 'week', 'activ', 'virus', 'pandem', 'vaccin', 'ili', 'surveil', 'temper']",213156,Health impact,Infectious,Influenza,#fed9a6,Influenza
213151,"Southern, Eastern and Middle Africa",4.052265117195875,0.01752770130361676,56.41497072831313,0.011282619444273546,1.5535134717774146,213151,"Farmer, Farmers & agriculture","['farmer', 'crop', 'agricultur', 'farm', 'product', 'percept', 'yield', 'pest', 'smallhold', 'rice']",213151,Health impact,Food & nutrition,Farmers & agriculture,#fed9a6,Farmer
213137,"Southern, Eastern and Middle Africa",5.274899103189594,0.022816092534291614,72.67621615891672,0.01453476052517557,1.5697604714416862,213137,"Mosquito, Mosquito vector dynamics","['mosquito', 'vector', 'abund', 'speci', 'aed', 'aegypti', 'albopictus', 'popul', 'trap', 'densiti']",213137,Health impact,Infectious,Mosquito vector dynamics,#fed9a6,Mosquito
213134,"Southern, Eastern and Middle Africa",6.944063847189483,0.030035911626385782,94.70625358401307,0.01894062168935982,1.585793334505958,213134,"Case, Case data","['case', 'report', 'number', 'year', 'occur', 'confirm', 'surveil', 'period', 'dure', 'fever']",213134,Other,Methods,Case data,#bdbdbd,Case
213162,"Southern, Eastern and Middle Africa",4.740866315995074,0.020506182666706063,63.38852402067381,0.012677283785251021,1.6175533350892817,213162,"Child, Child health","['children', 'child', 'age', 'school', 'childhood', 'parent', 'year', 'pneumonia', 'stunt', 'among']",213162,Health impact,Maternal & child health,Child health,#fed9a6,Child
213186,"Southern, Eastern and Middle Africa",7.291995165044657,0.03154085664779131,89.79804468455245,0.017959012509195547,1.756268983700605,213186,"Rainfall, Monthly rainfall","['month', 'rainfal', 'period', 'correl', 'variabl', 'trend', 'mean', 'averag', 'precipit', 'maximum']",213186,Exposure,Precipitation variabilty,Montly rainfall,#fbb4ae,Rainfall
213142,"Southern, Eastern and Middle Africa",7.213242651639535,0.031200219870099622,76.847227868478,0.015368935163734243,2.0300833816855532,213142,"Transmission, Transmission","['transmiss', 'outbreak', 'virus', 'wnv', 'epidem', 'zika', 'vector', 'spread', 'human', 'chikungunya']",213142,Health impact,Infectious,Transmission,#fed9a6,Transmission
213173,"Southern, Eastern and Middle Africa",4.495337236597695,0.01944416914079755,40.38990663905842,0.008077713062953488,2.407137885346982,213173,"Drought, Drought","['drought', 'impact', 'veget', 'sever', 'agricultur', 'index', 'vhi', 'shock', 'rural', 'region']",213173,Exposure,Drought,Drought,#fbb4ae,Drought
213152,"Southern, Eastern and Middle Africa",5.42031794745327,0.02344508841497937,46.77409061189666,0.009354507454545972,2.5062878541601736,213152,"Food, Food insecurity","['food', 'insecur', 'secur', 'hunger', 'nutrit', 'agricultur', 'product', 'africa', 'price', 'countri']",213152,Health impact,Food & nutrition,Food insecurity,#fed9a6,Food
213187,"Southern, Eastern and Middle Africa",9.03812663677807,0.0390935882653531,66.47240247747139,0.013294038993864084,2.940685542098748,213187,"Household, Rural households","['household', 'stove', 'rural', 'fuel', 'cook', 'survey', 'use', 'incom', 'shock', 'biomass']",213187,Mediating pathways,Geographic exposure,Rural households,#b3cde3,Household
213180,"Southern, Eastern and Middle Africa",5.8516277082343295,0.025310679248171486,25.299772013759384,0.005059786364736531,5.002321723417159,213180,"Cholera, Cholera","['cholera', 'outbreak', 'epidem', 'nino', 'vibrio', 'rainfal', 'haiti', 'enso', 'bangladesh', 'sanit']",213180,Health impact,Infectious,Cholera,#fed9a6,Cholera
213127,"Southern, Eastern and Middle Africa",31.2512203926983,0.13517428908890303,72.18456023948877,0.014436432606808932,9.363413578029531,213127,"Malaria, Malaria","['malaria', 'transmiss', 'falciparum', 'plasmodium', 'vivax', 'parasit', 'control', 'anophel', 'elimin', 'intervent']",213127,Health impact,Infectious,Malaria,#fed9a6,Malaria
213155,Western Africa,0.007688812232598682,7.534010789232842e-05,31.117389400543868,0.006223271202184768,0.012106190690497178,213155,"Stroke, Stroke","['stroke', 'ischem', 'hemorrhag', 'associ', 'subtyp', 'day', 'onset', 'ich', 'sah', 'cerebrovascular']",213155,Health impact,Chronic,Stroke,#fed9a6,Stroke
213171,Western Africa,0.02688177788498974,0.0002634055800720507,20.20282776066396,0.004040431367402612,0.06519244014318717,213171,"DTR, Diurnal temperature range","['dtr', 'diurnal', 'effect', 'rang', 'childhood', 'elder', 'nonaccident', 'modifi', 'hefei', 'nonlinear']",213171,Exposure,Heat,Diurnal temperature range,#fbb4ae,DTR
213167,Western Africa,0.08522963853503684,0.0008351368154927062,60.59918110393669,0.012119433728380735,0.06890889741300545,213167,"Hurricane, Hurricanes","['hurrican', 'evacu', 'sandi', 'storm', 'katrina', 'new', 'recoveri', 'york', 'resid', 'damag']",213167,Exposure,Extreme precipitation & flooding,Hurricanes,#fbb4ae,Hurricane
213172,Western Africa,0.07588580575659325,0.0007435797129962797,53.75251133304815,0.010750145248952738,0.0691692712774014,213172,"Mental, Mental health & PTSD","['mental', 'ptsd', 'disord', 'depress', 'stress', 'posttraumat', 'psycholog', 'anxieti', 'survivor', 'health']",213172,Health impact,Mental health,Mental health & PTSD,#fed9a6,Mental
213148,Western Africa,0.04695696198931606,0.00046011561676221897,29.219310855491994,0.00584366809998174,0.07873746573041285,213148,"HFMD, Hand-foot-and-mouth disease","['hfmd', 'foot', 'mouth', 'hand', 'factor', 'diseas', 'meteorolog', 'childhood', 'humid', 'relat']",213148,Health impact,Infectious,HFMD,#fed9a6,HFMD
213128,Western Africa,0.14632403235426938,0.0014337804138423174,71.45369474470817,0.01429026436217273,0.10033267247578907,213128,"Dengue, Dengue","['dengu', 'fever', 'outbreak', 'denv', 'epidem', 'aed', 'control', 'vector', 'serotyp', 'aegypti']",213128,Health impact,Infectious,Dengue,#fed9a6,Dengue
213175,Western Africa,0.06710753004764827,0.0006575643156873778,25.616040573332043,0.005123037976033672,0.12835437073930758,213175,"Suicide, Suicide","['suicid', 'associ', 'rate', 'attempt', 'male', 'men', 'hang', 'adjust', 'sunshin', 'studi']",213175,Health impact,Mental health,Suicide,#fed9a6,Suicide
213191,Western Africa,0.18058420564999506,0.0017694844308511256,67.48700510028993,0.013496952779560305,0.1311025132673518,213191,"China, China","['china', 'provinc', 'haze', 'hfrs', 'chines', 'region', 'control', 'north', 'guangzhou', 'mainland']",213191,Mediating pathways,Geographic exposure,China,#b3cde3,China
213153,Western Africa,0.12387840913837835,0.0012138432345175161,45.85873901566498,0.009171443214953851,0.13235029711990906,213153,"Ozone, Emissions (ozone)","['ozon', 'concentr', 'ppb', 'nox', 'tropospher', 'precursor', 'surfac', 'voc', 'groundlevel', 'nitrogen']",213153,Exposure,Emissions,Emissions (ozone),#fbb4ae,Ozone
213183,Western Africa,0.12935395394205965,0.001267496272698057,37.70882019346359,0.007541513581285319,0.16806921568681102,213183,"Asthma, Asthma","['asthma', 'childhood', 'exacerb', 'allerg', 'rhiniti', 'thunderstorm', 'associ', 'smoke', 'asthmat', 'preval']",213183,Health impact,Respiratory,Asthma,#fed9a6,Asthma
213189,Western Africa,0.11143087135793411,0.0010918739613706879,25.970416472194465,0.0051939108020844435,0.2102219315996902,213189,"Leptospirosis, Leptospirosis","['leptospirosi', 'leptospira', 'human', 'anim', 'rodent', 'serovar', 'dog', 'zoonot', 'outbreak', 'rainfal']",213189,Health impact,Infectious,Leptospirosis,#fed9a6,Leptospirosis
213159,Western Africa,0.23586182926862387,0.002311131437108092,51.18802604005537,0.010237265223354273,0.22575672180844822,213159,"Health facilities, Visit to health care facilities","['visit', 'emerg', 'outpati', 'depart', 'respiratori', 'room', 'increas', 'hospit', 'associ', 'daili']",213159,Health impact,Health system demand,Visits to health care facilities,#fed9a6,Health facilities
213164,Western Africa,0.24543752566064578,0.0024049604938589392,46.02384840450523,0.009204463996085377,0.2612819708873607,213164,"Symptom, Symptoms","['symptom', 'depress', 'associ', 'respiratori', 'posttraumat', 'score', 'particip', 'report', 'parent', 'pts']",213164,Other,Methods,Symptoms,#bdbdbd,Symptom
213124,Western Africa,0.5162797216712733,0.00505885288346919,95.18658130320193,0.019036684042919173,0.2657423358009067,213124,"NOx/Vehicles, Emissions (NOx & vehicles)","['emiss', 'nox', 'vehicl', 'sourc', 'fuel', 'reduct', 'ship', 'carbon', 'contribut', 'transport']",213124,Exposure,Emissions,Emissions (Nox & vehicles),#fbb4ae,NOx/Vehicles
